10000,318,-21.0
20000,635,-21.0
30000,952,-21.0
40000,1271,-21.0
50000,1590,-21.0
60000,1911,-21.0
70000,2231,-21.0
80000,2552,-21.0
90000,2874,-21.0
100000,3196,-21.0
110000,3518,-21.0
120000,3841,-21.0
130000,4164,-21.0
140000,4488,-21.0
150000,4812,-21.0
160000,5140,-21.0
170000,5466,-21.0
180000,5792,-21.0
190000,6120,-21.0
200000,6448,-21.0
210000,6776,-21.0
220000,7106,-21.0
230000,7437,-21.0
240000,7767,-21.0
250000,8099,-21.0
260000,8431,-21.0
270000,8763,-21.0
280000,9097,-21.0
290000,9431,-21.0
300000,9766,-21.0
310000,10102,-21.0
320000,10440,-21.0
330000,10777,-21.0
340000,11115,-21.0
350000,11454,-21.0
360000,11793,-21.0
370000,12133,-21.0
380000,12473,-21.0
390000,12813,-21.0
400000,13152,-21.0
410000,13493,-21.0
420000,13833,-21.0
430000,14176,-21.0
440000,14520,-21.0
450000,14864,-21.0
460000,15209,-21.0
470000,15555,-21.0
480000,15901,-21.0
490000,16247,-21.0
500000,16594,-21.0
510000,16943,-21.0
520000,17292,-21.0
530000,17641,-21.0
540000,17991,-21.0
550000,18342,-21.0
560000,18693,-21.0
570000,19044,-21.0
580000,19397,-21.0
590000,19750,-21.0
600000,20104,-21.0
610000,20458,-21.0
620000,20814,-21.0
630000,21170,-21.0
640000,21527,-21.0
650000,21885,-21.0
660000,22242,-21.0
670000,22600,-21.0
680000,22959,-21.0
690000,23319,-21.0
700000,23679,-21.0
710000,24039,-21.0
720000,24401,-21.0
730000,24762,-21.0
740000,25125,-21.0
750000,25490,-21.0
760000,25854,-21.0
770000,26219,-21.0
780000,26585,-21.0
790000,26950,-21.0
800000,27318,-21.0
810000,27686,-21.0
820000,28053,-21.0
830000,28421,-21.0
840000,28790,-21.0
850000,29160,-21.0
860000,29532,-21.0
870000,29903,-21.0
880000,30275,-21.0
890000,30647,-21.0
900000,31021,-21.0
910000,31396,-21.0
920000,31770,-21.0
930000,32144,-21.0
940000,32519,-21.0
950000,32893,-21.0
960000,33268,-21.0
970000,33645,-21.0
980000,34022,-21.0
990000,34401,-21.0
1000000,34780,-21.0
1010000,35159,-21.0
